street_address,sale_price,mls_number,County,City,Subdivision,home_type,Floor_Plan,Bedrooms,Full_Baths,Half_Baths,Yr_Blt,Above_Grade_Finished_SF,Above_Grade_Finished_Source,Below_Grade_Finished_SF,Below_Grade_Finished_Source,Lot_Size,District,Fr_Pl,Fireplace,Bsmnt?,Bsmnt,Garage/Parking?,Construct,Arc_Style,Roof_desc,Lot_Desc,Floodpl,City_Limits,Cent air,Heating,Cooling,Water,Sewer,Warranty
"108 N Huntsman Boulevard Raymore, MO 64083",200000,2209358,Cass,Raymore,Foxhaven,Single Family,Split Entry,3,2,1,1991,1218,Owner,350,Owner,0.223829201101928,Raymore-Peculiar,1,"Basement, Family Room, Wood Burning",1,"Finished, Full, Walk Out",1,Frame,Traditional,Composition,City Lot,0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"1207 Maple Lane Pleasant Hill, MO 64080",200000,2214316,Cass,Pleasant Hill,Stone Creek,Single Family,2 Stories,4,2,1,1988,2035,RPR,0,RPR,0.25,Pleasant Hill,1,"Living Room, Wood Burning",1,"Concrete, Inside Entrance, Not Finished",1,Wood Siding,Traditional,Composition,City Lot,0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"1011 Country Lane Raymore, MO 64083",200000,2212908,Cass,Raymore,Brookside- The Villas of,Single Family,Ranch,3,2,0,2004,1380,Public Record,0,Public Record,0.230555555555556,Raymore-Peculiar,1,"Gas, Great Room",0,Slab,1,"Brick Trim, Vinyl Siding",Traditional,Composition,"Corner Lot, Level, Treed",0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"16413 Slater Avenue Belton, MO 64012",200000,2210469,Cass,Belton,Summerset Hills,Single Family,Split Entry,3,2,1,2000,1300,Appraisal,490,Appraisal,0.18732782369146,Belton,1,Living Room,1,"Finished, Full",1,Wood Siding,Traditional,Composition,,0,0,1,Central Gas,Central Electric,City/Public,City/Public,
"7719 E 165th Street Belton, MO 64012",200000,2205077,Cass,Belton,Summerset Hills,Single Family,Split Entry,3,2,1,2001,1204,Public Record,400,Owner,0.218089990817264,Belton,1,"Gas, Living Room",1,"Egress Window, Finished, Full",1,Frame,Traditional,Composition,"City Limits, Corner Lot, Level",0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"33700 S F Highway Garden City, MO 64747",200000,2177260,Cass,Garden City,Garden City,Single Family,Ranch,3,4,0,1974,2604,Public Record,1320,Public Record,10,Sherwood,1,"Basement, Living Room, Master Bedroom",1,"Finished, Full, Garage Entrance",1,"Stone & Frame, Vinyl Siding",Traditional,Metal,"Acreage, Pond(s)",0,0,1,Central Electric,"Attic Fan, Central Electric","Rural, Other",Septic,
"19717 S State Route 7 Highway Pleasant Hill, MO 64080",200000,2208340,Cass,Pleasant Hill,Other,Single Family,Ranch,3,2,0,2004,1568,Public Record,0,Agent,3.01000918273646,Pleasant Hill,0,,0,Crawl Space,1,Vinyl Siding,,Composition,"Acreage, Pond(s), Treed",0,-1,1,Central Electric,Central Electric,City/Public,Septic,
"709 Country Lane Raymore, MO 64083",200000,2173804,Cass,Raymore,Brookside- The Villas of,Single Family,Ranch,3,2,0,2002,1469,Public Record,0,Agent,0.18801652892562,Raymore-Peculiar,1,Living Room,1,"Concrete, Daylight, Not Finished",1,"Brick & Frame, Vinyl Siding",Contemporary,Composition,Pond(s),0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"20210 S State Route Y Highway Belton, MO 64012",200000,2180401,Cass,Belton,Belton,Single Family,Ranch,3,2,0,1979,1482,Public Record,500,Owner,3.25,Belton,1,"Basement, Living Room, Masonry, Wood Burning",1,"Concrete, Garage Entrance, Inside Entrance",1,"Brick & Frame, Metal Siding",Traditional,Composition,"Acreage, Corner Lot, Level, Treed",0,-1,1,Central Electric,Central Electric,Rural - Verify,Septic,
"33804 E 283rd Street Garden City, MO 64747",200000,2167612,Cass,Garden City,Other,Single Family,Ranch,6,3,0,1972,1456,RPR,1456,RPR,10,Sherwood,1,"Family Room, Living Room",1,"Finished, Full, Walk Out",1,"Board/Batten, Brick & Frame",Traditional,Composition,"Acreage, Level, Pond(s), Treed",0,0,1,"Heat Pump, Propane Gas","Attic Fan, Central Electric",Rural,Septic,
"31206 E State Route 2 Harrisonville, MO 64701",200000,2155719,Cass,Harrisonville,Bartlett Acres,Single Family,1.5 Stories,3,2,0,1979,1368,RPR,940,RPR,2.33999081726354,Harrisonville,1,"Great Room, Wood Burning",1,"Concrete, Inside Entrance",0,Log,Other,Composition,"Acreage, Stream(s), Treed",0,0,1,Propane Gas,Central Electric,City/Public,Septic,
"20310 S Mullen Road Belton, MO 64012",200250,2217899,Cass,Belton,Other,Single Family,Split Entry,3,2,1,1960,1228,Public Record,1228,Public Record,5,Belton,1,Living Room,1,"Daylight, Walk Out",1,Frame,Traditional,Composition,"Acreage, Level",0,0,1,Propane Gas,Central Electric,City/Public,Septic,
"412 Heritage Drive Raymore, MO 64083",200900,2161773,Cass,Raymore,Madison Valley,Single Family,Split Entry,4,3,0,2019,1402,Plans,524,Plans,0.224747474747475,Raymore-Peculiar,1,"Gas, Great Room",1,"Concrete, Finished, Full",1,Frame,Traditional,Composition,City Lot,0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"1600 W Christi Lane Raymore, MO 64083",201982,2199656,Cass,Raymore,Foxhaven,Single Family,Split Entry,3,3,0,1995,1194,Public Record,688,RPR,0.219995408631772,Raymore-Peculiar,1,"Gas, Great Room, Insert",1,"Concrete, Finished, Partial",1,"Board/Batten, Wood Siding",Traditional,Composition,"City Limits, Corner Lot",0,1,1,Forced Air Gas,"Attic Fan, Central Electric",City/Public,City/Public,
"301 N Huntsman Boulevard Raymore, MO 64083",202000,2233647,Cass,Raymore,Foxhaven,Single Family,Split Entry,3,2,1,1983,1100,Public Record,528,Public Record,0.229568411386593,Raymore-Peculiar,1,Family Room,1,"Daylight, Finished",1,"Brick Trim, Wood Siding",Traditional,Composition,City Lot,0,1,1,Forced Air Gas,"Attic Fan, Central Electric",City/Public,City/Public,
"208 S Huntsman Boulevard Raymore, MO 64083",202000,2224599,Cass,Raymore,Foxhaven,Single Family,Split Entry,4,2,1,1996,1198,Public Record,552,Public Record,0.192837465564738,Raymore-Peculiar,1,"Gas, Living Room",1,Finished,1,Board/Batten,Traditional,Composition,City Lot,0,1,1,Natural Gas,Central Electric,City/Public,City/Public,
"7901 Todd Court Belton, MO 64012",202000,2173092,Cass,Belton,Bel-Ray II,Single Family,Split Entry,3,2,1,2002,1266,Public Record,610,Public Record,0.215977961432507,Belton,1,"Great Room, Insert",1,"Finished, Walk Out",1,"Frame, Wood Siding",Traditional,Composition,"City Limits, City Lot, Corner Lot, Level",0,1,1,Heat Pump,"Attic Fan, Central Electric",City/Public,City/Public,
"815 Furlong Drive Raymore, MO 64083",202000,2204207,Cass,Raymore,Canter Ridge,Single Family,Split Entry,3,2,1,2000,1268,Public Record,355,Public Record,0.206611570247934,Raymore-Peculiar,1,"Great Room, Wood Burning",1,"Finished, Walk Out",1,"Frame, Wood Siding",Traditional,Composition,"City Lot, Level",0,0,1,Forced Air Gas,"Attic Fan, Central Electric",City/Public,City/Public,
"728 Seminole Court Raymore, MO 64083",202000,2214372,Cass,Raymore,Brookside,Single Family,Ranch,3,2,0,2005,1674,Other,0,Public Record,0.185169880624426,Raymore-Peculiar,1,Living Room,0,Slab,1,Vinyl Siding,Traditional,Composition,"City Lot, Cul-De-Sac",0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"1000 Orchid Street Garden City, MO 64747",202000,2200690,Cass,Garden City,Garden South,Single Family,Ranch,3,2,0,2004,1778,Public Record,0,Owner,0.403925619834711,Sherwood,1,"Gas, Living Room",1,"Full, Inside Entrance, Not Finished",1,"Brick Trim, Vinyl Siding",Traditional,Composition,City Lot,0,1,1,Heat Pump,Central Electric,City/Public,City/Public,
"200 E Foxwood Drive Raymore, MO 64083",202500,2203435,Cass,Raymore,Cumberland Hills South,Single Family,Split Entry,3,2,0,1997,1125,Public Record,211,Owner,0.223829201101928,Raymore-Peculiar,1,"Gas, Great Room",1,"Finished, Inside Entrance, Stubbed for Bath",1,Stucco & Frame,Traditional,Composition,"City Lot, Corner Lot, Level",0,0,1,Natural Gas,Central Electric,City/Public,City/Public,
"605 Corrington Drive Raymore, MO 64083",202500,2187694,Cass,Raymore,Brookside,Single Family,Split Entry,3,2,0,2001,1416,Public Record,1416,Public Record,0.18801652892562,Raymore-Peculiar,1,"Family Room, Gas",1,"Inside Entrance, Not Finished, Stubbed for Bath",1,Wood Siding,Traditional,Composition,City Lot,0,0,1,"Central Gas, Heat Pump",Central Electric,City/Public,City/Public,
"601 Gunnar Drive Belton, MO 64012",202900,2191357,Cass,Belton,Emerson Park,Single Family,Split Entry,4,3,0,2020,1400,Builder,526,Builder,0.221763085399449,Belton,1,"Gas, Great Room",1,"Concrete, Finished",1,"Frame, Lap",Traditional,Composition,"City Lot, Corner Lot, Level",0,1,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,
"315 S Monroe Street Raymore, MO 64083",203000,2212558,Cass,Raymore,Hidden Meadows,Single Family,Split Entry,3,2,1,2001,1122,Public Record,300,Agent,0.202479338842975,Raymore-Peculiar,1,Living Room,1,"Daylight, Finished, Inside Entrance",1,Board/Batten,Traditional,Composition,"City Lot, Treed",0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"406 Belmont Drive Raymore, MO 64083",203000,2204401,Cass,Raymore,Canter Ridge,Single Family,Split Entry,3,2,1,2002,1685,RPR,0,RPR,0.200872359963269,Raymore-Peculiar,1,"Family Room, Gas",1,"Concrete, Partial",1,Frame,Contemporary,Composition,Level,0,1,1,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,
"10215 E 222nd Street Peculiar, MO 64078",203000,2181344,Cass,Peculiar,Quail Run,Single Family,Ranch,3,2,0,2004,1236,Public Record,0,Public Record,0.419995408631772,Raymore-Peculiar,1,"Electric, Great Room, Zero Clearance",1,"Concrete, Full, Not Finished",1,Wood Siding,Traditional,Composition,"City Lot, Level",0,1,1,"Central Gas, Heat Pump",Central Electric,City/Public,City/Public,
"37501 E 191 Street Pleasant Hill, MO 64080",203000,2163513,Cass,Pleasant Hill,Other,Single Family,1.5 Stories,3,2,1,1994,2359,Public Record,1501,,10,Pleasant Hill,1,Great Room,1,"Not Finished, Stubbed for Bath",1,Wood Siding,Traditional,Composition,"Acreage, Treed",0,-1,1,Central Electric,Central Electric,City/Public,Septic,
"20103 S State Route 291 Highway Pleasant Hill, MO 64080",203136,2187260,Cass,Pleasant Hill,Other,Single Family,Ranch,3,2,0,1965,1092,Public Record,0,Public Record,6,Pleasant Hill,0,,1,Full,1,Board/Batten,,Composition,,0,0,1,Central Gas,Central Electric,Rural,Septic,
"701 Hollis Avenue Belton, MO 64012",203400,2196789,Cass,Belton,Emerson Park,Single Family,Split Entry,4,3,0,2020,1400,Builder,526,Builder,0.220385674931129,Belton,1,"Gas, Great Room",1,"Concrete, Finished",1,"Frame, Lap",Traditional,Composition,"City Lot, Level",0,1,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,
"608 Gunnar Drive Belton, MO 64012",203500,2191347,Cass,Belton,Emerson Park,Single Family,Split Entry,4,3,0,2020,1400,Builder,526,Builder,0.255119375573921,Belton,1,"Gas, Great Room",1,"Concrete, Finished",1,"Frame, Lap",Traditional,Composition,"City Lot, Level",0,1,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,
"711 Furlong Drive Raymore, MO 64083",203500,2191049,Cass,Raymore,Canter Ridge,Single Family,Split Entry,3,2,1,1997,1249,Public Record,261,Other,0.200872359963269,Raymore-Peculiar,1,"Gas Starter, Great Room, Wood Burning",1,"Concrete, Finished, Walk Out",1,Frame,Traditional,Composition,"City Lot, Level, Treed",0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"1403 Delaware Street Pleasant Hill, MO 64080",203900,2206515,Cass,Pleasant Hill,Country Gardens,Single Family,Ranch,3,1,1,1966,1194,Public Record,0,Other,0.530371900826446,Pleasant Hill,1,"Family Room, Insert, Wood Burning",1,"Concrete, Full, Not Finished",1,"Board/Batten, Brick Trim",Traditional,Composition,"City Limits, City Lot, Level",0,1,1,"Forced Air Gas, Wood Burn Stove","Attic Fan, Central Electric",City/Public,City/Public,
"21321 Pin Oak Lane Peculiar, MO 64078",204000,2197822,Cass,Peculiar,Twin Oaks,Single Family,Split Entry,3,3,0,2000,1524,Public Record,700,Public Record,0.224403122130395,Raymore-Peculiar,1,Great Room,1,"Finished, Inside Entrance, Walk Out",1,Frame,Traditional,Composition,Level,0,1,1,Heatpump/Gas,Central Electric,City/Public,City/Public,
"16415 Harris Avenue Belton, MO 64012",204000,2210759,Cass,Belton,Bel Ray Estates North,Single Family,Split Entry,3,2,1,1997,1394,Public Record,1394,Public Record,0.351928374655647,Belton,0,,1,"Daylight, Finished, Walk Out",1,Lap,Traditional,Composition,City Lot,0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"516 Chase Lane Belton, MO 64012",204400,2201307,Cass,Belton,Emerson Park,Single Family,Split Entry,4,3,0,2020,1400,Builder,526,Builder,0.224977043158861,Belton,1,"Gas, Great Room",1,"Concrete, Finished",1,"Frame, Lap",Traditional,Composition,"City Lot, Level",0,1,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,
"513 Chase Lane Belton, MO 64012",204400,2191373,Cass,Belton,Emerson Park,Single Family,Split Entry,4,3,0,2020,1400,Builder,526,Builder,0.237832874196511,Belton,1,"Gas, Great Room",1,"Concrete, Finished",1,"Frame, Lap",Traditional,Composition,"City Lot, Level",0,1,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,
"300 Manor Court Belton, MO 64012",204500,2228941,Cass,Belton,Hargis Gardens,Single Family,Split Entry,3,2,1,1960,803,Agent,771,Agent,0.290220385674931,Belton,1,Basement,0,"Concrete, Finished, Walk Out",1,Frame,Traditional,Composition,,0,1,1,Central Electric,Central Electric,City/Public,City/Public,
"1709 Roberta Drive Raymore, MO 64083",204668,2208934,Cass,Raymore,Foxhaven,Single Family,Split Entry,3,2,1,1994,1175,Public Record,537,Public Record,0.192837465564738,Raymore-Peculiar,1,"Living Room, Wood Burning",1,"Concrete, Daylight, Finished",1,Board/Batten,Traditional,Composition,City Lot,0,1,1,"Central Gas, Natural Gas","Attic Fan, Central Electric",City/Public,City/Public,
"420 Sunflower Drive Raymore, MO 64083",204800,2161074,Cass,Raymore,Madison Valley,Single Family,Split Entry,4,3,0,2019,1402,Plans,524,Plans,0.229568411386593,Raymore-Peculiar,1,"Gas, Great Room",1,"Concrete, Finished, Full",1,Frame,Traditional,Composition,City Lot,0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"411 Catron Avenue Belton, MO 64012",204900,2201339,Cass,Belton,Emerson Park,Single Family,Split Entry,4,3,0,2020,1400,Builder,526,Builder,0.224977043158861,Belton,1,"Gas, Great Room",1,"Concrete, Finished",1,"Frame, Lap",Traditional,Composition,"City Lot, Level",0,1,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,
"515 Bud Lane Belton, MO 64012",204900,2191355,Cass,Belton,Emerson Park,Single Family,Split Entry,4,3,0,2020,1400,Builder,526,Builder,0.224977043158861,Belton,1,"Gas, Great Room",1,"Concrete, Finished",1,"Frame, Lap",Traditional,Composition,"City Lot, Level",0,1,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,
"207 S 5th Street Cleveland, MO 64734",204950,2169303,Cass,Cleveland,Noyes Addition,Single Family,Ranch,3,3,0,2015,1400,Public Record,700,Owner,0.247933884297521,Cass-Midway,0,,1,"Concrete, Finished, Full",0,Frame,Traditional,Composition,"City Limits, City Lot, Level, Treed",0,1,1,Heatpump/Gas,Heat Pump,City/Public,City/Public,
"507 Airway Lane Belton, MO 64012",205000,2220820,Cass,Belton,Concord Hill Farm,Single Family,1.5 Stories,4,3,0,1987,1968,Public Record,0,Public Record,0.179063360881543,Belton,1,Living Room,1,"Concrete, Full, Not Finished",1,Vinyl Siding,Traditional,Composition,,0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"16409 Speaker Avenue Belton, MO 64012",205000,2230923,Cass,Belton,Summerset Hills,Single Family,Split Entry,4,2,0,1999,1300,Public Record,400,Other,0.206611570247934,Belton,1,"Family Room, Gas Starter",1,"Concrete, Finished",1,Board/Batten,Traditional,Composition,City Lot,0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"1605 Roberta Drive Raymore, MO 64083",205000,2223022,Cass,Raymore,Foxhaven,Single Family,Ranch,3,2,0,1994,1320,Public Record,0,Public Record,0.192837465564738,Raymore-Peculiar,0,,1,"Concrete, Full, Inside Entrance",1,Frame,Traditional,Composition,"City Lot, Level",0,1,1,Forced Air Gas,Central Gas,City/Public,City/Public,
"730 Seminole Court Raymore, MO 64083",205000,2222940,Cass,Raymore,Brookside,Single Family,Ranch,3,2,0,2005,1506,Public Record,0,Public Record,0.192837465564738,Raymore-Peculiar,1,"Family Room, Gas",0,Slab,1,"Brick Trim, Vinyl Siding",Traditional,Composition,"City Lot, Cul-De-Sac, Level",0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"502 Belmont Drive Raymore, MO 64083",205000,2229302,Cass,Raymore,Canter Ridge,Single Family,Split Entry,3,2,1,1995,1171,Public Record,550,Public Record,0.200872359963269,Raymore-Peculiar,1,"Gas Starter, Great Room",1,"Finished, Inside Entrance, Walk Out",1,"Frame, Lap","Traditional, Other",Composition,City Lot,0,1,1,Forced Air Gas,"Attic Fan, Central Electric",City/Public,City/Public,
"1102 Kent Drive Belton, MO 64012",205000,2188569,Cass,Belton,Scotts End South,Single Family,Split Entry,3,2,1,2004,1426,Other,400,Other,0.20495867768595,Belton,1,"Gas, Gas Starter, Great Room",1,"Finished, Walk Out",1,"Frame, Wood Siding",Traditional,Composition,"City Lot, Corner Lot, Cul-De-Sac",0,1,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"710 Fall Creek Circle Belton, MO 64012",205000,2212229,Cass,Belton,Autumn Ridge,Single Family,Raised Ranch,3,2,0,2007,1213,Public Record,0,Public Record,0.399242424242424,Belton,1,"Gas, Living Room",1,"Stubbed for Bath, Walk Out",1,"Brick Trim, Wood Siding",Traditional,Composition,"City Lot, Cul-De-Sac, Level",0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"104 W Sierra Drive Raymore, MO 64083",205000,2182164,Cass,Raymore,Cumberland Hills,Single Family,Ranch,3,2,1,1996,1258,Public Record,800,Other,0.192837465564738,Raymore-Peculiar,1,Family Room,1,"Concrete, Finished, Full",1,Brick & Frame,Traditional,Composition,"City Limits, Level, Treed",0,1,1,Central Gas,"Attic Fan, Central Electric",City/Public,City/Public,
"611 Loran Lane Raymore, MO 64083",205000,2210969,Cass,Raymore,Rolling Hills,Single Family,Raised Ranch,3,3,0,1986,1250,Owner,430,Owner,0.36,Raymore-Peculiar,1,"Heat Circulator, Gas Starter, Great Room, Masonry",1,"Finished, Full, Inside Entrance",1,"Brick Trim, Frame",Traditional,Composition,"City Limits, Treed",0,1,1,Central Gas,Central Electric,City/Public,City/Public,
"1610 Tyler Drive Raymore, MO 64083",205000,2212720,Cass,Raymore,Foxhaven,Single Family,Raised Ranch,3,2,1,1999,1269,Public Record,322,Public Record,0.212121212121212,Raymore-Peculiar,1,Living Room,1,"Finished, Walk Out",1,Board/Batten,Traditional,Composition,Corner Lot,0,1,1,Forced Air Gas,"Attic Fan, Central Electric",City/Public,City/Public,
"21800 Massa Circle Peculiar, MO 64078",205000,2168435,Cass,Peculiar,Tuscany,Single Family,Ranch,3,2,0,2006,1618,Public Record,0,Public Record,0.376124885215794,Raymore-Peculiar,1,Wood Burning,1,Not Finished,1,"Stucco, Wood Siding",Traditional,Composition,Corner Lot,0,0,1,Forced Air Gas,Central Electric,City/Public,City/Public,
"701 Sivley Street Peculiar, MO 64078",205000,2163851,Cass,Peculiar,Rodeo Grounds,Single Family,Ranch,3,2,0,1990,1290,Public Record,0,Public Record,0.588842975206612,Raymore-Peculiar,1,"Gas Starter, Insert, Living Room, Wood Burning",0,Slab,1,Frame,Traditional,Composition,"Acreage, Adjoin Greenspace, Estate Lot, Treed",0,1,1,Forced Air Gas,"Attic Fan, Central Electric",City/Public,City/Public,
"19609 S Pickering Road Belton, MO 64012",205000,2183486,Cass,Belton,Pickering Estates,Single Family,Ranch,3,2,0,1976,1450,Public Record,0,Public Record,2.45,Raymore-Peculiar,1,"Living Room, Wood Burning",1,"Concrete, Walk Out",1,"Board/Batten, Brick & Frame",Traditional,Composition,Acreage,0,0,1,Baseboard,Central Electric,City/Public,Septic,
